Key,Japanese
menu.choose_province.climate,気候：
menu.choose_province.safety,安全性：
menu.choose_province.forest,森林：
menu.choose_province.villages,村：
menu.choose_province.resources,資源：
menu.choose_province.moderate,中程度
menu.choose_province.many,多い
menu.choose_province.high,高
menu.playtest.welcome_caption,ようこそ！
menu.demo.welcome,"ようこそ！
 
 このデモ版にはすべてのゲーム体験が含まれていますが、ゲーム内時間の{demo_days_count}日間に制限されています。
 
 多くの部分がまだ開発中のため、エラーや問題が発生する可能性があることをあらかじめお詫び申し上げます。
 
 <right>よろしくお願いいたします。
 Long Jaunt チーム</right>"
menu.demo.alpha,"<b>早期アクセス</b>
 
 以下のような多くのゲーム要素、
 
 $一部言語
 $ 潜在的なバグ
 $ 最適化
 $など
 
 がまだ開発途中であり、今後も改善されていきます。"
menu.playtest.welcome,"この度は『Norland』プレイテスト版にご参加いただき、ありがとうございます。
 
 現段階では、ゲームがクラッシュしたり、エラーが発生したり、アップデート用インターフェイスが用意されていないなどございますが、機能面では、早期アクセスにてリリースを予定しているものと同等になっています。
 
 ゲームの最後に皆様からの<b>フィードバックをお伺いしています</b>。お時間を2分程いただければ幸いです（メインメニューにボタンがあります）。
 
 本バージョンはゲーム内時間で{demo_days_count}日間のみプレイできるようになっています。
 
 <right>よろしくお願いします。
 Long Jaunt チーム</right>"
menu.demo.under_logo,デモ
menu.playtest.under_logo,プレイテスト ベータ版
menu.story,"ノーランド、世界誕生から2898年。
 
 偉大なる<b>クリムゾン帝国</b>が宗教戦争の炎に包まれて滅びてから200年が経った。かつての王国は未開の王国となり、万能の<b>聖母ソフィア教会</b>の存在によって、かろうじて相互破壊を免れている。
 
 聖なる予言者たちが差し迫った世界の終末を語る一方で、とある小さな王国では新帝国誕生の夢が形作られていた..."
menu.new_game_story,"長く疲労困憊の旅路を終え、{soul_uuid_king}、屋敷の入り口で自分を出迎えてくれる妻を期待して帰還したものの、そこに現れたのは妻ではなく弟だった。その表情には凶兆が浮かんでいた。
 
 「我が王よ、残念ながら悪い知らせです。」
 「どうしたのだ、{soul_uuid_brother}よ？今すぐ真実を伝えよ。」
 王の目を見ることができないまま、{soul_uuid_brother}は言葉を詰まらせながら話し始めた。
 「昨夜、盗賊の襲撃に会いました。必死で身を守ろうとしましたが、如何せん多勢に無勢で、奴らは王妃様を連れ去り、身代金を要求しています。」
 「ならば、使者に命じて、盗賊の要求するものを届けさせるのだ！」
 「しかし、王よ、我々は敵に囲まれています。今は臣下の身として保護下にありますが、老王の時間が残り少ないことはご存じでしょう。十分な資金と資源がなければ持ちこたえることはできません。軍隊が必要です。」
 「つまり、{soul_uuid_wife}を見捨てろと言うのか？」
 「身代金を受け取れる望みがある限り、盗賊どもは王妃には手を出しません。」
 「少し考える時間がいる。今は下がって、私の指示を待て。」"
menu.new_game_story_header,物語の始まり
menu.demo.finish.header,物語の終わり
menu.demo.finish,"『Norland』デモ版はここで終わります…
 
 より難易度の高い設定でゲームを始めたり、異なる領主スキルでプレイしてみるのもいいでしょう。
 
 最後までプレイしていただき、ありがとうございました！"
menu.demo.finish.back_to_menu,メニューに戻る
menu.settings.change_resolution.apply.header,設定を変更
menu.settings.change_resolution.apply.body,"画面解像度を変更しました。
 新しい設定を適用するには、「{accept_button_caption}」を押してください。何もしなければ、この設定は{time_remain_seconds}秒後に自動的に取り消されてしまいます。"
menu.hack_detected.header,セーブファイルが改変されています
menu.hack_detected,"第三者によるセーブファイルの変更後のゲームの正常な動作は保証できません。
 
 バグレポートは当社に提出されますが、エラーがゲームのバグによるものか、ファイルに対する第三者の干渉によるものかを確実に判断することはできません。
 
 このため、既存のエラーを修正するための時間を費やして、存在しないかもしれないエラーを探すことになりなり、ゲームの品質に悪影響を及ぼします。
 
 ですので、ゲームがリリースされるまでは、セーブファイルの改変を禁止せざるを得ません。"
resource.not_available.by_synod,<hint=hint_relations_matriarch>女家長との関係性</hint>を{number}に改善すれば、神聖なキャラバンがこの商品をあなたに販売するようになります。
text.preposition,または
menu.ambition.screen_title,王の野望
menu.ambition.text,王は、貴族の将来を左右する野望を発表する時が来たと判断する。
ambition.conquer,征服
ambition.allias,同盟を結ぶ
ambition.populate_city,都市の開拓
ambition.gain_population,人口を増やす
ambition.produce_goods,資源を生産
menu.ambition.complete_title,野望は達成された！
menu.ambition.complete,"王は自身の野望を達成し、これからは{soul_uuid_1}<b>{name}として知られることになります！</b> 
 
 しかし、王の野心はとどまるところを知らず、やがて新たな野望が彼の心を支配することになるのです…"
ambtion.button.ok,承諾
ambition.checkbox.conquer,<b>征服者。</b> 力をもってして王朝を繁栄へと導く。王国に<b>{vas_num}の従属国</b>を加える。
ambition.checkbox.allias,<b>統一者。</b> 互いに助け合うことによってのみ、私たちは強くなれる。自由都市との同盟を <b>{all_num} 王国</b>にまで拡大する。
ambition.checkbox.populate_city,ここでは都市の定住について説明します。
ambition.checkbox.gain_population,<b>肥沃。</b> 人口が増えるほど、国力も増す。王国の人口を <b>{pop_num} 人</b>増やす。
ambition.checkbox.produce_goods,<b>経済。</b> 経済がすべての物事を決める。<b><hint=hint_resource_gold>{prod_num}</hint></b>相当の商品の<b>一日の生産量</b>を達成する。（現在 <hint=hint_resource_gold>{now}</hint>）
menu.battle.auto_battle,自動戦闘
menu.battle.retreat,自軍は戦闘から撤退する。これは敗北とみなされ、兵士のムードに著しい影響を及ぼしますが、戦士の命は守られます。
menu.battle.manually_battle,マップ上での戦闘
ambition.title.conquer,鋭い剣
ambition.title.allias,剛腕
ambition.title.gain_population,巨大な巣
ambition.title.produce_goods,焚書
ambition.resume,以前の野望を再開する
menu.resource_statistics.legend.title,ステータスの意味
menu.resource_statistics.legend.in_store,都市の倉庫にある資源量
menu.resource_statistics.legend.production,1日の資源生産量
menu.resource_statistics.legend.used,他の資源の生産と建物の建設での資源消費量、食料と酒の場合は領主と奴隷による消費量
menu.resource_statistics.legend.in_use,生産棟の倉庫や戦士の持ち物に、どれだけの資源が残っているか
menu.resource_statistics.legend.in_local_market,現地の市場、酒場、秘密の取引場での販売量
menu.resource_statistics.legend.caravan,神聖なキャラバンとの取引の成果
menu.resource_statistics.header.in_store,店舗内
menu.resource_statistics.header.production,生産
menu.resource_statistics.header.used,使用済み
menu.resource_statistics.header.in_use,建物の倉庫や戦士の持ち物
menu.resource_statistics.header.in_local_market,現地の市場
menu.resource_statistics.header.caravan,神聖なキャラバンとの取引
menu.resource_statistics.no_data,ステータスは明日表示されます
study.complex,一般的な訓練
soul.tab.logs,履歴
tech.war_logistic,軍事兵站量 {vol}
tech.prisoners,捕虜
building.menu.lvl,レベル {lvl}
building.menu.resources,建物の倉庫
building.menu.workers_road_time,労働者の移動時間
building.menu.to_workplace,作業場まで：
building.menu.to_warehouse,倉庫まで；
building.menu.priority,優先度
building.menu.produced,生産量
building.menu.workers_bonus,労働者のボーナス：
building.menu.manager_bonus,管理者のボーナス：
building.menu.workers,労働者
building.menu.instructions,指示
building.menu.set_inspector,管理者を任命する
"building.menu,inspection_bonus",ボーナス：
building.menu.builld_first,この建物を先に建設する
building.menu.upgrade,アップグレード
building.menu.ship_now,"今すぐ、生産済みの
 商品を出荷する"
options_menu.audio.voice_volume,音声音量
building.prefer.noone,優先度なし
building.prefer.nectar,ネクタル依存者
building.prefer.slaves,囚人
building.prefer.loyalist,王政支持者
building.prefer.culture,{culture}
building.prefer.all,自動的
display_event.communication_lost,{faction_name}：通信が失われました
building.menu.terror_all,全 {count}
building.menu.terror_no,いいえ
building.menu.terror_culture,{culture} {count}
building.menu.execution,処刑
building.menu.terror,恐怖
building.menu.daily_statistic,日々の統計
building.menu.intimidations,脅迫
building.menu.path_calculation,計算中
building.menu.path_cant_find,見つかりません
time.hour_minut,{hour}時間 {minut}分
time.minut,{minut}分
actor.social_strata.dummy,平民
notification.sex_treason_with_dummy,{name_initiator}が平民と不倫関係を持つ
building.menu.building_resources,建築資源
chancellery.inspection_bonus,検査による生産ボーナスは、官庁担当領主の管理スキルのレベルに相当： {bonus}%。
menu.army.new_army.warriors_count,{warriors_count} 戦士
menu.army.new_army.weapons_count,{weapons_count} 武器
tech.poisoner,毒薬の秘密
menu.building.church.morning_service_stat,前回の説教の統計データ
menu.building.church.gathering_time,集合時間：
menu.building.church.congregation,信徒：
menu.building.church.sermons,説教
menu.buidling.church.fanatics,狂信者： +{count}
menu.buidling.church.agnostics,無神論者： +{count}
building.menu.workplace.clerks,事務員
building.menu.refill_auto,自動補充
building.menu.inspections_delivered,届けられた指示： {count}
building.menu.living.residents,住民 ({current} / {max})
building.menu.sold_today,本日の販売数
building.menu.guards,護衛
family.son_of,息子
family.daughter_of,娘
display_event.mountains_bandits_prepare_to_attack,略奪者があなたの街を襲撃する準備をしています。
actor.mood,ムード
building.description.library,ここでは、領主は知識に基づき政治を行っている
building.description.decor,見ていて楽しくなる
building.description.altar,儀式と焼却の場所
building.menu.crimes_prevented,未然に防いだ犯罪
norland.plot_day_4_header,新しい帝国
norland.plot_day_4_body,"文明は徐々に消滅し、その過程は何世紀も続くことがあるが、一般市民は最後の最後まで何も気づかない。しかし、歴史に精通した統治者であれば、戦争中の王国を統一することでしか暗黒時代の到来を防ぐことができないことを理解しなければならない。
 
 ノーランドは今、岐路に立っている。教会は長らく、人々が直面する様々な難局に対処できずにいた。頻発する戦争、飢饉、疫病は日常茶飯事となった。技術や知識はまだ失われてはいないが、このまま何もしなければ、やがてそれらは消え去り、それとともに文明も消え去るだろう。
 
 希望は常にあるが、そのためには
 
 $臣下の王、あるいは自由都市同盟の指導者として、ノーランドの<b>{goal_number}</b>の王国を統一し、支配下に置かなければならない。
 $新皇帝として名乗りをあげて、教会の異端審問に挑む。"
norland.plot.end_game_header,新しい帝国：最後の戦い
norland.plot.end_game,"「ノーランドの地図が目の前にある。そこには私に従順で、私を尊敬する{goal_number}人の王がいる。帝国の王冠を手に入れ、聖母ソフィア教会に挑む時が来た。異端審問が我が軍に牙を剥くとき、全世界は私を皇帝と認め、信仰の石は私のもとへとやってくる。だから、最後の試練が待っている。」
 
 $準備ができたら、自らを新帝国の皇帝と宣言します（王のアクション）。
 $戦場で聖異端審問官を倒し、爵位を手に入れゲームに勝利しよう。"
ambitions.province_under_control,"<b>新しい帝国</b>
 
 臣下の王、または自由都市同盟の指導者として、ノーランドの<b>{goal_number}</b>の王国を統一する。
 
 支配下にある王国： {under_control} / {total_province}"
display_event.global_map_ai_ask_help,{faction_name}の{king_name}王が{danger_faction_name}との対立で支援を求めています
display_event.global_map_ai_declare_peace,{faction_name}の{king_name}王が平和条約を提案しています
display_event.global_map_ai_invite_to_alliance,{faction_name}の{king_name}王が同盟への加入を申し出ています
main_menu.continue_without_tutorial,チュートリアルをせずに開始
display_event.build_library,図書館を建設
main_menu.warning,警告！
display_event.retrieve_bishop,司教が王国を立ち去ります
display_event.holy_family_below_zero,女家長の支持を失いました！
resource.product_requirement.technology,技術「<b>{technology}</b>」を研究する
resource.product_requirement.building,建物「<b>{building}</b>」を建築する
main_menu.continue_start_tutorial,チュートリアルから開始
main_menu.new_game.family.members.default,二人兄弟と妻１人
actor.faction_from,{town}から
new_game.province_difficulty.easy,イージー
new_game.province_difficulty.normal,ノーマル
new_game.province_difficulty.hard,ハード
new_game.province_difficulty.recommended,初心者プレイヤーにお勧め
display_event.loan_will_be_expired_soon,{faction_name}にすぐにでもやり返してやらないと
main_menu.new_game.family.recommended_for_newbs,バランスのとれたプレイに適したお勧めのスキル設定
new_game.province_difficulty.header,難易度：
secret_deals_effect,<b>{secret_deals_knowledge}</b>： <green>近隣諸国との関係性は悪化しない</green>。
building.menu.terror_fanatics,狂信者 {count}
global_map.relation_aftermath,$ 近隣諸国との関係性： <red>{rel_de}</red>
global_map.relation_aftermath_with_soul,$ {soul_uuid_king}との関係性： <red>{rel_de}</red>
global_map.aftermath,<b>結果</b>：
tech.kaiden_army,カイデン軍
tech.makha_trade,マーカ貿易
tech.makha_fanatic_terror,狂信者の恐怖
tech.econom_writing,費用対効果の高い執筆
tech.faith_defender,信仰の防衛
tech.kaiden_training,カイデンの訓練
tech.kaiden_loyalist,永遠の王政支持者
tech.makha_secret_deals,秘密の取引
display_event.holy_protection_will_removed_soon,ラヴィング一族の加護はまもなく解除されます！
display_event.holy_protection_was_removed,ラヴィング一族の加護はまもなく解除されてしまいました！
display_event.holy_protection,ラヴィング一族の加護
display_event.swede_typh_allowed,ルタバガチフス
tutorial_events.disabled,無効化
tutorial_events.articles_only,情報のみ
tutorial_events.articles_and_advices,情報およびアドバイス
soul.from_faction,{faction_uuid}の{soul_uuid}
gui.living_place.appoint.header,居住させる
actor.loyalty_2,忠誠心
actor.important_persons,重要人物
encyclopedia.popup_window.okay,了解
encyclopedia.popup_window.read_full,次へ
actor.opinion.interest_simple,関心
free_lord.first_hire,初回雇用時は{first_hire_discount}%割引
menu.knowledge.longer_time,"学習能力が低いため、習得には時間がかかります。
 
 知識レベル{tech_level}
 領主レベル{lord_level}"
menu.knowledge.write_time,本の執筆には <b>{learn_time}時間</b>掛かります
menu.knowledge.learn_time,$ この本の研究には <b>{learn_time}時間</b>掛かります
building.patrol_sign_day,日中の巡回
tech.slaves_contain,囚人を閉じ込めておく
time.days,{days}日
actor.action_task.spent_time_diplomacy,特使の訪問
display_event.culture_approve,{culture}が王のアクションを承認する
menu.trade.less_tax_for_amy,*信仰の防衛スキルのおかげで、税額が{discount}％軽減されます
menu.army.tax_for_soldier,"<b>この戦士の雇用時</b>
 $ 戦士の戦闘スキルに基づき、<hint=hint_tutorial_church_tax>教会が課す戦士税</hint>は<hint=hint_resource_gold>{soldier_tax}</hint>増加して、合計で1日 <hint=hint_resource_gold>{overal_tax}</hint> になります。"
options_menu.game.camera_speed,カメラ速度
actor.action_task.wise_talk,聡明な会話
display_event.senility_begin,{name}：老人性認知症になった！
display_event.character_loss_skill_trait,{name}: スキル「{skill_name}」が劣化したことにより、タレント「{trait_name}」が失われた
display_event.character_loss_knowledge,{name}：加齢の結果、{knowledge}を忘れてしまった
knowledge.unavailable_knowledge,利用できない知識
building.menu.mine_resources,埋蔵量
building.menu.mine_mined,採掘された鉄： {mined} / {limit}
display_event.mine.limit_reached,鉱山の埋蔵量は枯渇しています
display_event.mine.limit_soon,鉱山が枯渇しています
display_event.fetility_loss_from_tree,土壌の肥沃度が低下しています
statistics_menu.province.resources,王国の資源
statistics_menu.province.trees_cuted,伐採した森林：
statistics_menu.province.ground_fertility,土壌の肥沃度：
statistics_menu.province.iron_mines,鉄鉱床
statistics_menu.province.no_mine,鉱山はまだ建設されていません：
trade_agreements.header,貿易協定
trade_agreements.today_balance,本日の貿易：
trade_agreements.auto_trade,自動貿易
trade_agreements.no_trade_agreements,有効な取引契約がありません
statistics_menu.province.mine_n,鉱山 {n}：
statistics_menu.province.not_builded,未建設
knowledge.category.economic,経済
knowledge.category.textbooks,教科書
knowledge.category.cultural_knowledge,文化的知識
display_event.character_loss_skill,{name}：加齢により、スキル「{skill_name}」がレベル {level} まで劣化しました
menu.tools.hint.trade_agreements,貿易
display_event.trade_agreements_result,外国貿易報告書
menu.trade.market_saturation.header,市場の飽和
menu.trade.market_saturation.saturation,<hint=hint_trade_dynamic_prices>市場飽和度</hint>：
menu.trade.market_saturation.price,飽和による価格への影響：
menu.trade.market_saturation.relaxaction,1日の消費量：
menu.trade.market_saturation.warning,<red>供給が<hint=hint_market_volume>現地の需要</hint>をうわまわり、市場が飽和状態に陥り、価格が下落します！</red>
display_event.new_prophecy,女家長：新しい予言
display_event.prophecy_started,予言は現実となりました！ {prophecy}
prophecy.wolf_attack,人喰いオオカミの襲撃
prophecy.bandits_capm,脱走兵の軍隊
prophecy.fields_sick_one,作物への感染
prophecy.cholera_epidemy,天然痘の流行
prophecy.xenophoby,他種族の嫌悪の発生
prophecy.crocks_wave,放浪人の侵略
prophecy.fanatics_wave,黄色の狂信者
prophecy.fields_sick_all,空腹の日々
prophecy.tree_bug,キクイムシ
prophecy.rats_invasion,ネズミの侵略
display_event.prophecy_soon,予言はまもなく現実となります： {prophecy}
display_event.prophecy_complete,災害は終わりました： {prophecy}
prophecy.matriarch.soon_prophecy_1,{d1}～{d2}日後には、あなたの王国が災害に見舞われると女家長は予言しました <b>{prophecy}</b>
prophecy.matriarch.soon_prophecy_2,{d2}日後には、あなたの王国が災害に見舞われると女家長は予言しました <b>{prophecy}</b>
prophecy.matriarch.letter_caption,予言
prophecy.matriarch.letter_text,{d1}～{d2} 日後には、土地が次のような災害に見舞われると教会の予見者は予想しています：
display_event.prophecy_soon_unknown,迫りくる災害の噂
opinion_mind.interest_to,{name_2}への関心：
opinion_mind.interest_of_me,{name_2}の自分への関心：
opinion_mind.interest_sex_ready,<center>{name_1}は{name_2}とデートしても<green>いい</green>と考えています（関心 {interest_sign} <green>{interest_threshold}</green>）</center>
opinion_mind.interest_sex_not_ready,<center>{name_1}は{name_2}とデートする<red>準備はできていない</red>関心 {interest_sign} <red>{interest_threshold}</red>）</center>
display_event.market_depth_increased,全商品の市場数量が増加
building.menu.escape_prevented,未然に防いだ逃亡
mutator.no_prophecy,予言はありません
display_notification.auto_trade,貿易協定の使者を派遣
knowledge.blocked_reason.production_building_count,生産棟を {count} つ建設しました
display_tooltip.pause,一時停止
menu.knowledge.culture_knowledge,{culture_name}文化の知識。
statistics_menu.province.market_depth.header,外部の市場
statistics_menu.province.market_depth.additional_depth,追加の<hint=hint_market_volume_bonus>市場流通量</hint>： {percent}%
display_event.old_age_begin,{name}：年を取った
display_event.contraband_begin,憶測が耳に入りました
statistics_menu.contraband_label,憶測
decor.dark_altar,ギベット
decor.dark_cage,檻
decor.dark_garbage,血まみれの布切れ
decor.dark_stake_with_head,処罰済み
decor.dark_statue_sculls,訓戒
decor.dark_statue_skeleton,死神
decor.dark_statue_wolf,トーテム
decor.dark_tree,死の木
decor.dark_tree_2,剝ぎ取られた木
decor.dark_tree_3,切り株
decor.sub.dark,脅迫
options_menu.audio.master_volume,マスター音量
options_menu.audio.video_volume,ビデオ音量
decor.sub.dark_2,骨
actor.part_of_nature.trader,貿易商
display_event.forest_bandits_will_attack_soon,噂：森の盗賊が襲撃を計画している
menu.trade.vassal_tax_from_player,"人口：{pop} 人
 
 <b>一日の合計税収：</b> <hint=hint_resource_gold>{sum}</hint>"
menu.trade.vassal_tax_to_player_line,{faction_uuid}：人口 {pop} 人、税収 <hint=hint_resource_gold>{sum}</hint>
menu.trade.vassal_tax_to_player_result,<b>一日の合計税収：</b> <hint=hint_resource_gold>{sum}</hint>
actor.action_task.garant_wakeup,特性「<hint=hint_anxious>不安症</hint>」により、キャラクターは必ず目を覚ます。.
actor.hint.injury.courage_threshold,<hint=hint_moral_level>勇気のしきい値：</hint> {number}
video.sub1,壊滅的な宗教戦争の終結以来、
video.sub2,200年近い歳月が流れた。
video.sub3,帝国は崩壊し、
video.sub4,かつての王国はやがて未開の王国へと様変わりした。
video.sub5,教会は何とか希望を蘇らせ、
video.sub6,平和と繁栄がかつての文明の廃墟を支配した。
video.sub7,時が経つにつれ、教会の影響力は増していった。
video.sub8,しかし、歴史は繰り返すものであり、権力がひとつの手の中に長く留まることはありえない。
video.sub9,王国間の戦争が次から次へと勃発する。
video.sub10,飢えと貧困のために、人々は故郷を離れ、
video.sub11,近隣の集落に避難することを余儀なくされる。
video.sub12,あなたの王朝は王国を統一し、
video.sub13,暗黒時代へと逆戻りするのを食い止めることができるだろうか？
video.sub14,この瞬間から、あなたが歴史を書き記すのだ。
game.end.body,"あなたの集落では、良識ある指示を出せる大人の領主が残っていない。
 
 未成年の領主はすべて教会の養子となり、教会の信徒へと組み込まれる。
 
 これをもって、あなたの貴族一族の物語は完結する。"
game.end.caption,敗北した！
building.menu.paper_in_stock,"紙の在庫：
 {current} / {need}"
notification.insight.text,"キャラクターは突然、自分が次のような知識を持っていることに気づいた：
 
 <b>{knowledge_name}</b>"
actor.action_task.punish.free_lord,<red>自由領主への理不尽な処罰は、隣国からの非難を招く</red>
display_event.heir_can_soon_rise,相続人である{name}がまもなく反乱を起こすかもしれない！
display_event.slaves_can_soon_rise,囚人がいまにも反乱を起こすかもしれない！
display_event.loyalists_can_soon_rage,王政支持者が大虐殺を始めるかもしれない！
display_event.soldiers_deserting,戦士が街から離れていく！
display_event.fanatics_can_soon_rise,狂信者がまもなく反乱を起こすかもしれない！
display_event.bishop_can_soon_rise,司教がいまにも狂信者を焚き付け反乱を起こすかもしれない！
mind.remain_time,期限切れになるまで残り{remain_time}
unsupported_saves.header,サポートされていないセーブファイルが見つかりました
unsupported_saves.body,"<b>Norland</b>は現在開発中で、継続的に改善が施されています。特に本ゲームが正式リリースされていない早期アクセス版としてご利用の間は、申し訳ございませんが、旧バージョンのセーブファイルとの互換性を維持することは保証できません。
 
 サポートされていないセーブファイルはすべて「unsupported_saves」フォルダに移動しました。
 
 ご不便をおかけして申し訳ありません。"
menu.construction.category.roads,道路
tooltip.construction.place_roads,道路を設置
tooltip.construction.remove_roads,道路を撤去
tooltip.construction.hold_shift.start,長押し
tooltip.construction.hold_shift.end,直線を引く
mutator.longlive,長寿
ambition.recommend_for_start,（推奨）
notification.lord_escaped,{name}：王国を去った
notification.messenger_escaped,使者は王国を去った
notification.messenger_return,使者が王国に戻ってきた
actor.status.back_to_home_town,故郷に戻る
actor.status.action_task_in_process,{order_name}
army.status.attack_in_process,{target_name}を攻撃
army.status.reinforcement_in_process,{target_name}の援軍
mind.remain_time_exhaustion,空腹で死亡まで残り：{remain_time_hours}時間。
mind.remain_time_starvation,疲労困憊まで残り：{remain_time_hours}時間
display_event.soul_missing,{name}：行方不明
ceremony.emperor_coronation,戴冠式
statistics.peoples.line.mood,ムード
statistics.peoples.line.capital,首都
statistics.peoples.line.sick,病気の国民
statistics.peoples.line.hungry,空腹の国民
statistics.peoples.line.strongly_tired,激しい疲労
statistics.peoples.line.homeless,路上生活
statistics.peoples.line.fanatics,狂信者
statistics.peoples.line.nectar_addicted,ネクタル中毒
statistics.peoples.line.loyalists,王政支持者
statistics.peoples.category.happiness,幸福度
statistics.peoples.category.groups,集団
statistics.peoples.category.cultures,文化
trade.soldiers_tax.caption,戦士税
trade.vassal_tax.to_player,従属国からの貢物
trade.vassal_tax.from_player,宗主への貢物
actor.action_task.emperor_coronation,皇帝と宣言する
statistics.tab.resources,資源
statistics.tab.peoples,国民
display_event.emperor_inquizition_soon,異端審問軍が進軍中
statistics.resources.category.currency,通貨
statistics.resources.category.food_and_drinks,食料と飲料
statistics.resources.category.extracted,引き出した資源
statistics.resources.category.manufactured,製造した資源
statistics.resources.category.weapon_and_armor,武器と鎧
statistics.resources.special_hint.consumed,領主と囚人が消費
menu.ending.titile.emperor.fail,敗北！
menu.ending.text.emperor.fail,"異端審問軍の攻撃に耐えることができなかった。
 
 あなたの王国は焼き払われ、国家は解体され、すべての王は教訓を学び、長い間教会に異議を唱える勇気を持つことはないだろう。
 
 これから先、誰一人としてラヴィング一族に逆らえないようにするため、異端審問軍はすべての書物も焼き払い、死の恐怖を植え付けて識字を禁じた。
 
 ノーランドは暗黒時代の深淵へと突き落とされた..."
menu.ending.titile.emperor.win,勝利！
menu.ending.text.emperor.win,"あなたは新たな帝国を築き、教会から絶対的な権力を奪うことに成功した。あなたの王朝の王たちの名は、今後何世紀にもわたって年代記に記されるだろう。
 
 暗黒の時代の脅威は過ぎ去り、新しい時代の夜明けが訪れようとしている。"
menu.ending.ok,ゲーム終了
ambition.engame.emperor,"あなたの王を皇帝と宣言し、ラヴィング一族に挑戦してこのゲームに勝利しよう。
 
 （君主メニューのアクションがアンロックされました）"
display_event.press_right_click_to_close,$<b>RMB</b>を押すと、メッセージを閉じる
encyclopedia.press_right_click_to_unpin,
display_event.soldier_tax_increased,軍隊税増額
menu.choose_province.extends_borders.header,国家の設立
menu.choose_province.extends_borders.body,"<img=hint_extends_borders></img>
 独立した王国としてゲームを開始することも、近隣諸国を併合してすぐに従属王国を設立することもできる。
 
 そのためには、国境の<b>ボタンをクリックする。</b>
 
 また、他の王の王国を選択し、国境を広げることで、他の王にも同様の王国を設立することもできる。"
actor.action.inspector.executor,管理者を選択
display_event.terror_no_more_criminal_and_jobless,恐怖が制御不能になりつつある！
actor.age.child,幼い子供
actor.part_of_nature.king,支配者
actor.class.heavy_archers,レベル13～17クロスボウ兵（重鎧）
mutator.iron_excess,鉄の余剰
mutator.old_grudge,旧怨
display_event.players_vassal_left,従属国の{faction_name}は王国の一部ではなくなった
display_event.players_ally_left,同盟国の{faction_name}は同盟の一部ではなくなった
main_menu.new_game.province.header.start,ゲームを開始
statistics_menu.province.no_iron_mines,鉄の埋蔵物はない。
statistics.resources.category.currency.army_tax,戦士税
statistics.resources.category.currency.tribute_from_your_vassals,従属国からの貢物
statistics.resources.category.currency.your_vassal_tribute,宗主への貢物
actor.loyalty.no_changes,この24時間、忠誠心は変わっていない
encyclopedia.press_right_click_to_pin,$<b>RMB</b>を押すと、ピン留めまたはピンの解除を行う
encyclopedia.press_lmb_to_mark_unread,
encyclopedia.press_lmb_to_mark_read,$<b>LMB</b>を押すと、既読または未読のマークを付ける
building.menu.ordered,命令済み
building.menu.bonus,ボーナス
building.menu.no_orders,命令なし
building.menu.order_line,{order_type}：={resource_hint}>{resource_count}</hint>。残り：{produced_count}
building.menu.status.raw_waiting,王国の倉庫から資源を待機中
main_menu.wiki,Wiki
menu.actor.free_lord,自由領主
actor.stata.knight,騎士
main_menu.external_links,外部リンク：
main_menu.external_links.twitter,X（旧Twitter）
main_menu.external_links.report_bug,バグレポート
tutorial.enemy.attack,攻撃
video.endgame.sub1,真紅の玉座はあなたのものとなった。
video.endgame.sub2,教会は政治的権力を失い、今ではあなたが女家長を任命するようになった。
video.endgame.sub3,残忍な戦争の時代は終わりを告げ、紛争は皇帝の宮廷でのみ解決されるようになった。
video.endgame.sub4,森には盗賊がいなくなり、図書館は放火されることはなくなり、自由貿易が盛んに行われるようになった。
video.endgame.sub5,国は紛争を忘れ、平和に労働に従事している。
video.endgame.sub6,しかし、帝国は永遠に続くわけではなく、古い年代記には帝国の栄枯盛衰が物語られていることを忘れてはならない。
video.endgame.sub7,この先、神々が人間に何を用意しているのか。それを知っていると宣うのは、愚か者だけだろう。
autosave_modes.two_in_one,一日2回
autosave_modes.one_in_one,一日1回
autosave_modes.one_in_two,二日に1回
video.endgame.sub8,「王の力は人よりも大きく、その腕は非常に長い」 - ヘロドトス『歴史』
actor.action_task.force_eat,食べる
options_menu.game.autosave_modes,オートセーブ
display_event.lord_want_to_kill_someone,{lord_name}：殺人を計画中
work.caravanner,商隊
global_map.object.army.garrison,軍隊
global_map.object.army.on_global_map,グローバルマップ上
global_map.object.army.nobody,誰もいない
menu.tools.hint.menu,一時停止
main_menu.new_game.province.neighbours.ally,同盟
main_menu.new_game.province.neighbours.vassal,従属
main_menu.new_game.province.neighbours.suzrain,宗主
main_menu.new_game.province.neighbours.alliance_leader,同盟の盟主
main_menu.new_game.province.neighbours.independent,独立
main_menu.new_game.province.neighbours.pacifism.ambitious,野心的
main_menu.new_game.province.neighbours.pacifism.random,ランダム
main_menu.new_game.province.neighbours.town_sell,都市が販売
main_menu.new_game.province.neighbours.town_buy,都市が購入
main_menu.new_game.province.neighbours.sell.random,ランダムに
main_menu.new_game.province.player.village.1,最初の村
main_menu.new_game.province.player.village.2,二番目の村
main_menu.new_game.province.player.village.random,ランダム
mutator.lazy_workers,怠惰な労働者
building.status.inspection_inactive,非アクティブ
advisor.wood,木材が不足しています。
advisor.alcohol,アルコール消費量 低。.
advisor.nectar,ネクタルが残り少なくなっています。
advisor.housing,住宅が不足しています。
advisor.tasks,領主が多忙すぎます。
advisor.patrols,街には放浪人が溢れている。
advisor.scafod,犯罪が野放しにされています。
advisor.low_money,国庫が底を尽きようとしています。
