Code,Indonesia
hint_speech_mockery,"Ejekan
Satu karakter mengejek yang lain.

$ Target ejekan menerima <hint=hint_thought>pikiran</hint> negatif dan memperburuk <hint=hint_relations>sikap</hint> mereka terhadap lawan bicara.
$ Dalam kasus komunikasi yang dimulai pemain, Ejekan lebih mungkin jika karakter tidak menunjukkan <hint=hint_interest>minat</hint> pada subjek.
$ Kondisi: <hint=hint_mood>suaana hati</hint> di bawah <green>50</green>."
hint_speech_intrigue,"Intrik
Seorang karakter secara terbuka memfitnah <hint=hint_enemy>musuh</hint> mereka, bertujuan untuk memperburuk <hint=hint_relations>sikap</hint> lawan bicara terhadap musuh.

$ Intrik lebih mungkin ketika karakter memiliki musuh.
$ Intrik lebih mungkin ketika berbicara dengan raja.
$ Efektivitas intrik tergantung pada keterampilan <hint=hint_skill_speech>Persuasi</hint>."
hint_speech_ignore,"Mengabaikan
Seorang karakter menyatakan penghinaan mereka terhadap karakter lain dengan tidak memperhatikan mereka.

$ Karakter yang diabaikan menerima <hint=hint_thought>pikiran</hint> negatif dan memperburuk <hint=hint_relations>sikap</hint> mereka terhadap lawan bicara.
$ Dalam kasus komunikasi yang dimulai pemain, Mengabaikan lebih mungkin jika karakter tidak menunjukkan <hint=hint_interest>minat</hint> pada subjek.
$ Kondisi: <hint=hint_mood>suaana hati</hint> di bawah <green>80</green>."
hint_speech_flattery,"Sanjungan
Seorang karakter memuji yang lain, meningkatkan <hint=hint_relations>hubungan</hint> di antara mereka.

$ Sanjungan mungkin jika karakter adalah raja, pewaris, atau uskup.
$ Efektivitas sanjungan tergantung pada keterampilan <hint=hint_skill_speech>Persuasi</hint>.
$ Kondisi: <hint=hint_mood>suaana hati</hint> di bawah <green>50</green>."
hint_crime,"Kejahatan
Beberapa tindakan tidak dapat diterima oleh masyarakat, tetapi terkadang dilakukan oleh <hint=hint_persons_criminal>pengembara</hint> dan bahkan <hint=hint_persons_lord>para penguasa</hint> Anda.

$ Jika pengembara yang melakukan kejahatan ditangkap oleh <hint=hint_persons_guard>patroli</hint> di tempat, mereka akan segera menyerah dan menjadi <hint=hint_persons_slave>Narapidana</hint>.
$ Bangun <hint=hint_bld_scafod>Panggung Gantung</hint> untuk menghukum <hint=hint_crimer>penjahat</hint> yang ditangkap untuk hiburan para penonton.
$ Kejahatan yang dilakukan menurunkan suasana hati petani."
hint_relations,"Hubungan
Hubungan antara karakter diukur pada skala dari <red>-100</red> hingga <green>+100</green> dan dapat berubah sebagai hasil dari <hint=hint_thought_social>pemikiran sosial</hint> dan <hint=hint_conversation>percakapan mendalam</hint>.

$ Hubungan di atas <green>+{rel_friend}</green> dianggap sebagai <hint=hint_friendship>teman</hint>.
$ Hubungan di bawah <red>{rel_enemy}</red> adalah <hint=hint_enemy>musuh</hint>.
$ Di bawah <red>{rel_deadly_enemy}</red>, karakter menjadi <hint=hint_enemy_deadly>musuh bebuyutan</hint>.
$ Karakter juga dapat terlibat dalam hubungan <hint=hint_love_relations>romantis</hint> dan <hint=hint_relatives>kerabat</hint>.

<b>Petunjuk:</b> Untuk melihat sikap seorang penguasa, pergi ke tab terakhir kedua di menu mereka, dan arahkan kursor ke potret karakter untuk melihat pikiran mereka."
hint_thought_social,"Pemikiran Sosial
Pikiran satu karakter terhadap yang lain yang memengaruhi <hint=hint_relations>hubungan</hint> di antara keduanya.

Mereka dapat muncul selama <hint=hint_conversation>percakapan mendalam</hint> atau sebagai hasil dari faktor sosial (seperti iri hati).

Pemikiran sosial melemah seiring waktu."
hint_friendship,"Persahabatan
Ketika hubungan timbal balik <hint=hint_relations>hubungan</hint> antara karakter melebihi {rel_friend}, mereka menjadi teman.

Mereka cenderung <hint=hint_action_task_together>menghabiskan waktu bersama</hint>, saling mengunjungi selama <hint=hint_sick>penyakit</hint>, dan saling membela dalam pertarungan."
hint_interest,"Minat
Karakter tertarik satu sama lain dengan tingkat kekuatan yang bervariasi, yang tercermin dalam tingkat minat mereka.

Anda dapat melihat minat mereka di tab hubungan menu Karakter saat mengarahkan kursor ke potret karakter lain.

<img=hint_interest></img>

Minat memengaruhi:
$ Kemauan karakter untuk pergi <hint=hint_date>kencan</hint> untuk aktivitas seksual (harus lebih tinggi dari {interest_high}).
$ <hint=hint_love>Jatuh cinta</hint>.
$ Kemungkinan menceritakan lelucon selama <hint=hint_conversation>percakapan mendalam</hint>.

Faktor yang memengaruhi minat meliputi:
$ Perbedaan dalam keterampilan <hint=hint_skill_manners>Etika</hint>
$ <hint=hint_relations>Hubungan</hint>
$ Aroma
$ Usia
$ Status sosial
$ Konsumsi alkohol
...dan beberapa faktor lain yang dapat dieksplorasi dengan mengarahkan kursor ke tanda tanya di sebelah indikator minat."
hint_enemy,"Kebencian
Jika sikap seorang karakter terhadap karakter lain jatuh di bawah <red>{rel_enemy}</red>, mereka dianggap sebagai musuh. Ini memengaruhi <hint=hint_interest>minat</hint> mereka, pilihan target untuk <hint=hint_speech_intrigue>intrik</hint>, dan preferensi untuk <hint=hint_conversation>percakapan mendalam</hint> yang melibatkan <hint=hint_speech_ignore>Mengabaikan</hint> dan <hint=hint_speech_insult>Penghinaan</hint>."
hint_enemy_deadly,"Kebencian Mematikan
Ketika hubungan seorang karakter jatuh di bawah <red>{rel_deadly_enemy}</red>, itu menandakan keadaan kebencian mematikan. Pada tahap ini, satu karakter mungkin mencoba membunuh yang lain."
hint_love,"Ketertarikan
Ketika seorang karakter jatuh cinta, mereka mengalami <hint=hint_thought>pikiran</hint> positif yang kuat. 

Selain itu, karakter:
$ <hint=hint_flirt>Rayuan</hint> secara eksklusif dengan orang yang dicintai.
$ Memberikan mereka <hint=hint_resource_rune>Cincin Suci</hint> saat <hint=hint_speech_flattery>Sanjungan</hint> mereka.
$ <hint=hint_jealousy>Merasa Cemburu</hint> terhadap orang lain terkait orang yang dicintai.
$ Menderita jika ditolak.

Ketertarikan dapat terjadi ketika ada kebutuhan tinggi untuk <hint=hint_need_sex>kebutuhan seksual</hint> dan minat yang cukup <hint=hint_interest>minat</hint>.

Seiring waktu, ketertarikan mungkin memudar."
hint_flirt,"Rayuan
Ketika <hint=hint_need_sex>Kebutuhan Seksual</hint> rendah, karakter akan mencoba merayu dengan mengundang mereka yang memiliki <b>tinggi</b> <hint=hint_interest>minat</hint> untuk <hint=hint_date>kencan</hint>.

Agar kencan terjadi, minat pada karakter harus di atas <green>{interest_high}</green>."
hint_love_relations,"Hubungan Cinta
Jika karakter telah memiliki beberapa <hint=hint_date>kencan</hint> dalam waktu singkat atau mereka saling jatuh cinta, mereka menjadi kekasih.

Dalam hal ini:
$ Mereka dengan mudah terlibat dalam aktivitas seksual satu sama lain, tanpa syarat apa pun.
$ Mereka mencoba <hint=hint_action_task_together>menghabiskan waktu bersama</hint>.
$ <hint=hint_relations>Hubungan</hint> di antara mereka menjadi seperti <hint=hint_relatives>kerabat</hint>.
$ Mereka <hint=hint_jealousy>merasa cemburu</hint> satu sama lain dan menganggap perselingkuhan sebagai menyakitkan.
$ <hint=hint_speech_friendly>Komunikasi Ikhlas</hint> sebagian mengkompensasi <hint=hint_need_sex>kebutuhan seksual</hint>.

Jika sikap salah satu terhadap yang lain turun di bawah 0, hubungan cinta berakhir."
hint_jealousy,"Cemburu
Sebuah <hint=hint_thought_social>pemikiran sosial</hint> yang ditujukan kepada rival potensial yang dialami oleh individu yang <hint=hint_love>jatuh cinta</hint> atau dalam <hint=hint_love_relations>hubungan romantis</hint>.

Rival dianggap sebagai semua karakter jenis kelamin berlawanan dengan siapa orang yang dicintai memiliki hubungan baik, serta individu lain yang juga jatuh cinta dengan orang yang dicintai."
hint_date,"Kencan
Karakter yang telah terlibat dalam <hint=hint_flirt>rayuan</hint> yang berhasil mungkin mengatur kencan, di mana mereka akan bertemu di salah satu rumah mereka untuk terlibat dalam aktivitas seksual, memenuhi kebutuhan mereka untuk <hint=hint_need_sex>kebutuhan seksual</hint>.

Ketika karakter memiliki keinginan seksual yang sangat tinggi, mereka mungkin menggunakan <hint=hint_sex_bribe>suap</hint>."
hint_sex_bribe,"Penawaran
Ketika kebutuhan untuk <hint=hint_need_sex>kebutuhan seksual</hint> tinggi, seorang karakter mungkin mencoba menyogok seseorang dari jenis kelamin berbeda untuk terlibat dalam aktivitas seksual dengannya.

Mereka menggunakan <hint=hint_resource_rune>Cincin Suci</hint> untuk tujuan ini.

Tindakan ini dianggap sebagai <hint=hint_sin>dosa</hint>."
hint_relatives,"Kerabat
Karakter yang memiliki hubungan darah yang dekat memiliki <hint=hint_thought_social>pemikiran sosial</hint> positif tambahan satu sama lain.

Mereka juga saling mengunjungi dalam kasus <hint=hint_sick>penyakit</hint> dan berduka atas <hint=hint_death>kematian</hint> orang yang dicintai."
hint_culture,"Budaya
Setiap karakter dalam permainan termasuk dalam salah satu dari 4 budaya: <hint=hint_culture_gwelts>Kaiden</hint>, <hint=hint_culture_tanaya>Tanaya</hint>, <hint=hint_culture_voruns>Varn</hint>, dan <hint=hint_culture_makha>Makha</hint>.

<img=hint_culture></img>

Budaya memiliki dampak pada berbagai aspek permainan.
$ <b>Xenofobia</b>: Karakter tidak menyukai mereka yang di luar budaya mereka sendiri, dan dalam acara pembantaian, mereka akan menyerang mereka.
$ <b>Nilai-nilai</b>: Karakter akan bereaksi terhadap tindakan dan kebijakan kerajaan Anda berdasarkan nilai-nilai budaya mereka yang mapan, secara tidak langsung memengaruhi politik. Nilai-nilai budaya ini juga memengaruhi hubungan dengan raja-raja tetangga, tergantung pada kebijakan mereka.
$ <b>Bahasa dan Pengetahuan</b>: Setiap budaya memiliki bahasa sendiri dan sejumlah <hint=hint_book>buku</hint> yang ditulis dalam bahasa itu. Karavan membawa buku-buku ini jika ada penguasa di kota yang dapat membacanya.
$ <b>Hubungan dengan <hint=hint_sofia_cult>Pihak Gereja</hint></b> dapat dipengaruhi oleh budaya seorang karakter.
"
hint_title,"Gelar
Ini adalah fakta yang diketahui bahwa dua ratus tahun lalu, ketika <hint=hint_сhartia_humility>Piagam Kerendahan Hati</hint> ditandatangani, sehingga mengakhiri <hint=hint_fire_war>Perang Api Suci</hint>, <hint=hint_synode>Keluarga Penuh Kasih</hint> tidak hanya memberikan kemerdekaan kepada semua rumah bangsawan Norland tetapi juga membatasi jumlah gelar bangsawan yang tersedia untuk setiap keluarga.

<img=hint_title></img>

Ketika anak Anda dewasa, mereka menjadi <hint=hint_untitled_lord>penguasa rendahan</hint>, dan Anda perlu menentukan nasib mereka.

Raja juga dapat mencabut gelar dari karakter, sehingga menjadikan mereka penguasa rendahan juga. <b>Tindakan ini tersedia di menu karakter, di bawah bagian ""King"".</b>

<b>PETUNJUK:</b> Raja Anda dapat memberikan gelar kepada <b>penguasa rendahan dan penguasa bebas yang disewa</b> untuk menjadikan mereka bagian dari keluarga bangsawan."
hint_free_lord,"Penguasa Bebas
Penguasa ini dapat ditugaskan tugas yang sama seperti penguasa Anda sendiri - inspeksi bangunan, memimpin regu, dan sebagainya.

$ Kontrak akan berakhir dalam {day} hari."
hint_bishop,"Uskup
Ketika <hint=hint_synode>Keluarga Penuh Kasih</hint> menganggap pemukiman Anda cukup besar, mereka mengirim uskup kepada Anda.

<img=hint_bishop></img>

$ Menggunakan tombol aksi di menu Karakter, penguasa Anda dapat mengaku dosa kepada uskup untuk menghilangkan <hint=hint_sin>dosa</hint> mereka serta melakukan tindakan religius lainnya.
$ Uskup dapat memprovokasi <hint=hint_pogrom>pemberontakan agama</hint> jika ia bertengkar dengan salah satu penguasa Anda. Pastikan untuk menyenangkannya.
$ <hint=hint_relations_matriarch>Matriark</hint> memberikan bobot besar pada pendapat Uskup lokal Anda tentang raja Anda.
$ Jika Uskup mati karena kematian tidak wajar, hubungan Anda dengan Matriark akan memburuk sebesar <red>{kill_bishop_penalty}</red>."
hint_marriage,"Pernikahan
Tujuan pernikahan adalah memiliki anak, dan karakter berusaha memenuhi kewajiban mereka, setidaknya sekali setiap 1-3 hari."
hint_loyalty,"Kesetiaan
Menunjukkan seberapa setia penguasa terhadap <hint=hint_persons_king>raja</hint>.

<img=hint_loyalty></img>

$ Berubah sedikit setiap hari, tetapi akan turun secara signifikan jika karakter <hint=hint_unhappy>tidak bahagia</hint> atau tidak menyukai raja.
$ Kesetiaan tinggi memungkinkan memberikan tugas khusus kepada penguasa ini.
$ Kesetiaan rendah (di bawah 25) dapat menyebabkan penguasa pindah ke rumah bangsawan lain atau, jika mereka pewaris, memicu <hint=hint_nt_heir_rebellion>pemberontakan</hint>.

Kesetiaan ditampilkan di menu Karakter. Arahkan kursor mouse ke angka kesetiaan di sebelah ikon mahkota untuk mengetahui bagaimana dan mengapa itu berubah baru-baru ini.

<b>Petunjuk:</b> Anda dapat dengan cepat meningkatkan kesetiaan dengan memberi hadiah kepada penguasa atau mengancam mereka (di bawah ""King's Actions"")."
hint_loyalty_captive,"Kesetiaan Sandera
Awalnya, kesetiaan sandera negatif, tetapi jika Anda dapat menjadikannya positif, mereka akan setuju menjadi anggota keluarga bangsawan Anda."
hint_thought,"Pikiran
Pikiran muncul dari <hint=hint_needs>kebutuhan</hint> atau sebagai reaksi terhadap situasi yang dialami karakter.

Jumlah pikiran memengaruhi <hint=hint_mood>suaana hati</hint>.

Pikiran ditampilkan di tab suasana hati menu Karakter."
hint_mood,"Suasana Hati
Diukur dari 0 hingga 100 dan ditentukan oleh jumlah <hint=hint_thought>pikiran</hint>.

<img=hint_mood></img>

$ Pikiran tergantung pada kebutuhan karakter dan juga reaksi terhadap peristiwa yang terjadi di sekitar mereka.
Jika suasana hati turun di bawah 25, karakter menjadi <hint=hint_unhappy>tidak bahagia</hint>, dan jika naik di atas 80, karakter menjadi <hint=hint_happy>bahagia</hint>.
$ Rata-rata tingkat suasana hati petani memengaruhi tingkat <hint=hint_migration>migrasi</hint>.

Pelajari lebih lanjut tentang suasana hati karakter yang berbeda:
$ <hint=hint_nt_unhappy>Petani</hint>
$ <hint=hint_nt_events_unhappy_lord>Para Penguasa</hint>
$ <hint=hint_sodiers_happiness>Prajurit</hint>
$ <hint=hint_slave_happines>Tahanan</hint>

<b>Petunjuk:</b> Pikiran negatif <hint=hint_thought>pikiran</hint> paling umum yang memengaruhi suasana hati dapat dilihat dengan nyaman di <hint=hint_statistic_menu>Menu Statistik</hint>."
hint_unhappy,"Tidak Bahagia
Ketika <hint=hint_mood>suaana hati</hint> seorang karakter turun di bawah 25, mereka tidak bahagia.

Pelajari lebih lanjut tentang konsekuensi suasana hati buruk:
$ <hint=hint_nt_unhappy>Petani</hint>
$ <hint=hint_nt_events_unhappy_lord>Para Penguasa</hint>
$ <hint=hint_sodiers_happiness>Prajurit</hint>
$ <hint=hint_slave_happines>Tahanan</hint>"
hint_happy,"Kebahagiaan
Ketika <hint=hint_mood>suaana hati</hint> seorang karakter di atas 80, mereka bahagia.

Seorang penguasa yang bahagia mungkin mengalami <hint=hint_insight>wawasan</hint>."
hint_casus_beli,"Casus Belli
Alasan untuk perang.

Dengan casus belli, Anda dapat menyatakan perang, dan hubungan Anda dengan raja-raja lain dan <hint=hint_synode>Keluarga Penuh Kasih</hint> tidak akan rusak."
hint_terror,"Teror
Eksekusi dan hukuman yang tidak beralasan menyebabkan rasa teror di antara penduduk.

<img=hint_terror></img>

Karena karakter dari kelas sosial yang berbeda biasanya tidak berkomunikasi satu sama lain, <hint=hint_terror_peasants>teror di antara petani</hint> biasanya tidak menyebabkan ketakutan di antara para penguasa, dan <hint=hint_terror_lord>teror di antara para penguasa</hint> tidak diketahui oleh petani.

Anda juga dapat melakukan <hint=hint_nt_terror_culture>teror terhadap budaya tertentu</hint> jika mereka mengancam Anda dengan pemberontakan - dan ini akan menginspirasi budaya yang membenci mereka (misalnya, petani Kaiden akan senang dengan teror terhadap Varn).

<b>Petunjuk:</b> Pikiran positif dari meneror budaya yang dibenci begitu kuat sehingga tindakan ini adalah salah satu alat terbaik untuk menciptakan <hint=hint_loyalist>loyalis</hint>."
hint_terror_lord,"Teror di Antara Para Penguasa
Beberapa tindakan Anda, seperti eksekusi yang tidak beralasan, akan menakut-nakuti para penguasa. Namun, eksekusi selama <hint=hint_pogrom>pemberontakan agama</hint> tidak dianggap sebagai teror.

Efek:
$ Para penguasa mengalami <hint=hint_thought>pikiran</hint> negatif yang kuat.
$ <hint=hint_loyalty>Kesetiaan</hint> meningkat sebesar 40.
$ Bertahan 5 hari."
hint_terror_peasants,"Teror Penduduk
Ketika <hint=hint_bld_scafod>Panggung Gantung</hint> ditugaskan untuk teror negara, algojo mulai melakukan hukuman tanpa bukti terhadap berbagai individu, dimulai dengan semua <hint=hint_persons_criminal>pengembara</hint>, kemudian pengangguran, dan akhirnya petani biasa.

Efek:
$ <hint=hint_thought>Pikiran</hint> negatif yang kuat memengaruhi 3 kenalan karakter yang dihukum.
$ Rata-rata kebahagiaan dan <hint=hint_migration>migrasi</hint> akan menurun.
$ Petani <hint=hint_persons_peasant>petani</hint> yang tidak bahagia tidak akan menjadi <hint=hint_persons_criminal>pengembara</hint>, dan pengembara tidak akan menjadi pembunuh berantai.

Anda juga dapat mengeksekusi petani atau pengembara tertentu melalui menu aksi mereka - ini juga akan dianggap sebagai teror."
hint_salary,"Upah
Ditetapkan di <hint=hint_finance_menu>Menu Ekonomi</hint>. Memerlukan pengetahuan tentang <b>Upah</b> dan <b>Perdagangan Internal</b>.

<img=hint_salary></img>

Alih-alih mendistribusikan sumber daya secara langsung, setelah mempelajari pengetahuan terkait, Anda dapat mendistribusikan <hint=hint_resource_gold>Emas</hint> kepada subjek Anda sebagai upah.

$ Ini memungkinkan distribusi yang lebih tepat dan merata dari barang langka di antara mereka, karena pembelian mahal akan dilakukan saat dana terkumpul.
$ Selain itu, kelebihan uang menyebabkan <hint=hint_rich>kekayaan</hint>."
hint_rich,"Kekayaan
Jika karakter telah makan, minum setidaknya satu minuman dengan <hint=hint_alcohol>alkohol</hint>, dan memiliki rumah selama setidaknya 3 hari, mereka mulai merasa sejahtera, yang memberikan <hint=hint_thought>pikiran</hint> positif.

<img=hint_rich></img>

Karakter juga merasa lebih bahagia jika mereka memiliki banyak <hint=hint_resource_gold>Emas</hint> dalam inventaris mereka. Jumlahnya berbeda untuk petani, penguasa, dan prajurit, tetapi itu adalah jumlah yang memberi mereka keyakinan untuk hari esok."
hint_price,"Harga
Anda dapat menetapkan harga apa pun di <hint=hint_bld_market>Pasar</hint> dan <hint=hint_bld_tavern>Kedai</hint> lokal.

Namun, jika terlalu tinggi dibandingkan dengan harga <hint=hint_holy_caravan>Karavan Suci</hint>, petani akan mencoba menunggu dan membeli barang dari karavan daripada dari Anda."
hint_migration,"Migrasi
Jumlah petani baru yang tiba setiap hari terutama tergantung pada rata-rata <hint=hint_nt_unhappy>suaana hati</hint> petani di kota.

<img=hint_migration></img>

Tergantung pada rata-rata suasana hati:

$ Di bawah <red>{gone_tres}</red>: petani akan mulai meninggalkan kota Anda.
$ Untuk setiap {mood_step} poin suasana hati di atas ini, +{migrant} migran akan tiba (misalnya, jika suasana hati antara {tres_3} dan {tres_4}, {mig_number} migran akan tiba).

<b>Petunjuk:</b>
$ Anda dapat memeriksa jumlah migran yang diharapkan dengan mengarahkan kursor ke ikon petani di kiri atas.
$ Selain itu, pemukim baru membawa serta <hint=hint_resource_gold>Emas</hint> yang mereka kumpulkan di lokasi sebelumnya.
$ Perang di provinsi tetangga meningkatkan migrasi.
$ Migrasi juga dikurangi oleh <hint=hint_terror_peasants>teror</hint>"
hint_betrayal,"Pengkhianatan
Jika <hint=hint_loyalty>kesetiaan</hint> penguasa Anda di bawah 50, ada kemungkinan pengkhianatan di medan perang.

Ini berarti bahwa ketika mereka memimpin pasukan, ia mungkin beralih pihak untuk bergabung dengan musuh, beserta prajuritnya.

Kemungkinan pengkhianatan tergantung pada nilai kesetiaan, keseimbangan kekuatan di medan perang, dan hubungan penguasa Anda dengan para penguasa keluarga bangsawan."
hint_escape,"Kepergian
Jika <hint=hint_loyalty>kesetiaan</hint> penguasa Anda di bawah 25, ada kemungkinan mereka pergi dari pemukiman Anda.

Jika mereka adalah pewaris tahta, mereka mungkin memimpin pemberontakan, dan jika mereka adalah penguasa biasa, mereka mungkin beralih ke keluarga bangsawan lain."
hint_riot,"Pemberontakan
Karakter pergi dengan beberapa prajurit tidak bahagia Anda ke kamp perampok hutan.

Dengan dukungan keluarga bangsawan yang memusuhi Anda, pasukan pemberontak dapat berkembang secara signifikan.

Setelah beberapa waktu, para pemberontak akan mencoba menyerang kota Anda."
hint_slave_riot,"Pemberontakan Narapidana
Setiap hari bahwa rata-rata <hint=hint_slave_happines>suaana hati</hint> populasi narapidana di bawah <red>25</red> (artinya mereka tidak bahagia), ada kemungkinan mereka akan memulai pemberontakan.

<hint=hint_persons_slave>Narapidana</hint> akan mengorganisir diri menjadi kelompok pemberontak yang akan mencoba membakar pemukiman dan menghancurkan keluarga bangsawan Anda."
hint_warrior_riot,"Pemberontakan Prajurit
Jika rata-rata <hint=hint_mood>suaana hati</hint> prajurit di bawah 25 (artinya mereka tidak bahagia), mereka mungkin memulai pemberontakan.

Mereka akan bersatu menjadi kelompok dan menyerang aula dengan tujuan merampok, kemudian mereka akan pergi untuk bergabung dengan <hint=hint_persons_forest_bandits>perampok hutan</hint>."
hint_pogrom,"Pemberontakan Agama
Jika rata-rata <hint=hint_mood>suaana hati</hint> <hint=hint_persons_fanatic>Fanatik</hint> untuk hari itu di bawah <red>25</red> (artinya mereka tidak bahagia), mereka mungkin memulai pemberontakan - tetapi pertama, mereka akan menuntut Anda mengorbankan seorang penguasa yang mereka salahkan atas masalah mereka.

Jika Anda menolak mereka, para Fanatik akan bersatu menjadi regu yang akan:
$ Membakar rumah dan membunuh semua orang yang mereka anggap kurang taat.
$ Membakar <hint=hint_bld_library>Perpustakaan</hint> dan bangunan lain.
$ Mencari dan mencoba membunuh penguasa yang mereka anggap bersalah.

Uskup juga dapat memulai pemberontakan agama, memprovokasi fanatik melawan musuhnya.

<b>Petunjuk:</b> Dalam pemberontakan agama, semua fanatik berpartisipasi terlepas dari kelas sosial mereka - petani, prajurit, narapidana, dan bahkan penguasa. Oleh karena itu, meskipun keuntungan memiliki fanatik, semakin banyak jumlahnya, semakin berbahaya uskup."
hint_pogrom_context,"Kegelisahan di Antara Fanatik
Akibat <hint=hint_nt_unhappy>ketidakbahagiaan</hint>, petani fanatik, narapidana, dan prajurit mulai mencari seseorang untuk disalahkan atas apa yang mereka anggap sebagai kutukan Sophia pada kota.

Anda memiliki 1 hari untuk <hint=hint_punishment_blindness>membutakan</hint> {soul_uuid_target}, jika tidak <hint=hint_pogrom>pemberontakan</hint> akan terjadi.

Jika {soul_uuid_target} sudah buta, mereka harus <hint=hint_punishment_execution>dieksekusi</hint>.

Tindakan ini tidak akan dianggap sebagai <hint=hint_terror_lord>teror</hint>."
hint_pogrom_context_by_bishop,"Ancaman pemberontakan

Uskup sangat tidak puas dengan {soul_uuid_target} dan ingin mereka dibutakan.

Anda memiliki 1 hari untuk secara pribadi <hint=hint_punishment_blindness>membutakan</hint> {soul_uuid_target}, jika tidak <hint=hint_pogrom>pemberontakan agama</hint> akan terjadi.

Jika {soul_uuid_target} sudah buta, mereka harus <hint=hint_punishment_execution>dieksekusi</hint>.

Tindakan ini tidak akan dianggap sebagai <hint=hint_terror_lord>teror</hint>."
hint_pogrom_context_by_bishop_decapitation,"Ultimatum dari uskup
Uskup sangat tidak puas dengan {soul_uuid_target} dan ingin mereka dieksekusi. Anda memiliki 1 hari untuk <hint=hint_punishment_execution>dieksekusi</hint> {soul_uuid_target} sendiri, jika tidak pemberontakan akan terjadi.

<hint=hint_persons_fanatic>Fanatik</hint> religius akan bersatu menjadi regu yang akan membakar rumah dan membunuh siapa pun yang mereka anggap kurang taat. Target terakhir mereka adalah {soul_uuid_target}, yang mereka yakini bertanggung jawab atas kemalangan mereka"
hint_pogrom_context_by_bishop_hate_king,"Ultimatum dari uskup
Uskup sangat tidak puas dengan raja Anda, {soul_uuid_target}, dan ingin mereka dihukum. Dalam 1 hari, pemberontakan akan terjadi, dan tidak ada yang bisa mengubah hasilnya.

<hint=hint_persons_fanatic>Fanatik</hint> religius akan bersatu menjadi regu yang akan membakar rumah dan membunuh siapa pun yang mereka anggap kurang taat. Target terakhir mereka adalah {soul_uuid_target}, yang mereka yakini bertanggung jawab atas kemalangan mereka."
hint_nt_bishop_is_king_enemy,"Uskup Bertengkar dengan Raja
Hubungan antara {soul_uuid_target_1} dan {soul_uuid_target_2} telah menjadi permusuhan. Jika hubungan mereka terus memburuk, itu mungkin menyebabkan pemberontakan agama yang menargetkan {soul_uuid_target_2}."
hint_noble_house,"Rumah Bangsawan
Beberapa keluarga <hint=hint_persons_lords>para penguasa</hint> yang memerintah kota dan memegang <hint=hint_title>gelar penguasa</hint>.

Banyak rumah seperti itu melacak garis keturunan mereka kembali ke masa <hint=hint_crimson_empire>Kekaisaran Crimson</hint>, dan tanda tangan leluhur mereka ditemukan pada <hint=hint_сhartia_humility>Piagam Kerendahan Hati</hint>.

<hint=hint_synode>Keluarga Penuh Kasih</hint> memastikan bahwa tidak ada rumah bangsawan yang memperoleh terlalu banyak kekuasaan dan menantang otoritasnya."
hint_wedding,"Pernikahan
Ritual sosial di mana dua penguasa dinikahkan di <hint=hint_bld_temple>Kuil</hint>."
hint_funeral,"Pemakaman
Ritual sosial di <hint=hint_bld_temple>Kuil</hint> di mana karakter mengucapkan selamat tinggal kepada salah satu dari mereka dalam perjalanan terakhirnya.

Itu diakhiri dengan kremasi."
hint_upgrade,"Peningkatan
Peningkatan bangunan. Menambahkan satu slot pekerjaan."
hint_diplomacy," "
hint_army,"Regu Pertempuran
Regu di bawah kendali langsung Anda yang dapat menyerang musuh Anda.

$ Regu dibuat di menu Militer dan terdiri dari <hint=hint_persons_warriors>prajurit</hint>.
$ Regu harus dipimpin oleh salah satu penguasa atau <hint=hint_knight>ksatria</hint> Anda. Keterampilan <hint=hint_skill_command>Keterampilan Komando</hint> penguasa akan menentukan bonus moral prajurit.
$ Setelah memilih regu, klik kanan untuk memerintahkannya bergerak ke titik tertentu atau menyerang target."
hint_wealth,"Kekayaan Rata-rata
Menunjukkan berapa banyak emas yang dimiliki karakter secara rata-rata.

$ Migran dan prajurit tiba di pemukiman Anda dengan beberapa tabungan.
$ Saat Anda tidak memiliki pasar, mereka dapat membelanjakan emas mereka untuk membeli barang yang hilang - makanan atau alkohol - dari karavan.
$ Jika mereka mengumpulkan cukup uang, mereka mungkin mulai membeli barang mewah dari pedagang karavan, seperti <hint=hint_resource_meat>Daging</hint> atau <hint=hint_resource_ale>Flavorful Ale</hint>
$ Kekayaan dapat membantu mencapai <hint=hint_rich>kemakmuran</hint>."
hint_free_people,"Penduduk Bebas
Jumlah total petani bebas, prajurit, individu pengangguran, dan pengembara yang menghuni kota Anda."
hint_equip_cost,"Biaya Peralatan
Nilai total semua senjata dan baju zirah yang dipakai oleh prajurit Anda.

Secara tidak langsung mencerminkan kekuatan pasukan Anda (atau regu)."
